No,Name,Type,3 Year Funds Offered,3 Year Funds Sold,Est. Most Recent Fund Date,Investor Location,Investor City,Investor State,Investor Country,Portfolio Size,Number of Deals,Website,Average Growth Score
1494,Fenbushi Capital,VC,$0.00,$0.00,,,,,,0,0,fenbushi.vc,0
1495,Anthill Ventures,VC,$0.00,$0.00,,,,,,0,0,anthillventures.com,0
1496,Michael Schutzler,VC,$0.00,$0.00,,,,,,0,0,,0
1497,Ampersand Capital Partners,VC,$0.00,$0.00,,,,,,0,0,ampersandcapital.com,0
1498,Archivist Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1499,CalCEF Clean Energy Angel Fund,VC,$0.00,$0.00,,,,,,0,0,calcefangelfund.com,0
1500,Seedcoin,VC,$0.00,$0.00,,Hong Kong,Hong Kong,,HKG,0,0,seedco.in,0
1501,Navigation Capital,VC,$0.00,$0.00,,,,,,0,0,navigationcapital.com,0
1502,Tech Capital Partners,VC,$0.00,$0.00,,,,,,0,0,techcapital.com,0
1503,Berlin Ventures,VC,$0.00,$0.00,,Berlin,Berlin,,DEU,0,0,berlinventures.com,0
1504,SpeedUp Venture Capital Group,VC,$0.00,$0.00,,Poznan,Poznan,,POL,0,0,speedupgroup.com,0
1505,dunnhumby Ventures,VC,$0.00,$0.00,,Ealing,Ealing,,GBR,0,0,dunnhumby.com,0
1506,MoneyTime Ventures,VC,$0.00,$0.00,,,,,,0,0,moneytime.ventures,0
1507,Pirveli Ventures,VC,$0.00,$0.00,,,,,,0,0,pirveliventures.com,0
1508,Expansive Ventures,VC,$0.00,$20.7M,12/23/2014,,,,,0,0,expansive.vc,0
1509,Illinois Ventures,VC,$0.00,$0.00,,Chicago,Chicago,IL,USA,0,0,illinoisventures.com,0
1510,Invest Michigan,VC,$0.00,$0.00,,,,,,0,0,investmichiganfund.com,0
1511,Mingxin China Growth Fund,VC,$0.00,$0.00,1/12/2012,Beijing,Beijing,,CHN,0,0,,0
1512,Ardesta,VC,$0.00,$0.00,,,,,,0,0,ardesta.be,0
1513,Cargill Ventures,VC,$0.00,$0.00,,,,,,0,0,cargill.com,0
1514,Martin Ventures,VC,$0.00,$0.00,,,,,,0,0,martinventures.com,0
1515,Jolly Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1516,Sinovation Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1517,Norma Investments,VC,$0.00,$0.00,,,,,,0,0,norma-inv.com,0
1518,University Challenge Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1519,CVENTURES,VC,$0.00,$0.00,,Florianópolis,Florianópolis,,BRA,0,0,cventures.com.br,0
1520,WestRiver Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1521,Hi-Tech Partners,VC,$0.00,$0.00,,,,,,0,0,hitechpartners.com,0
1522,Boston Millennia Partners,VC,$0.00,$0.00,,,,,,0,0,bostonmillenniapartners.com,0
1523,British Columbia Discovery Funding,VC,$0.00,$0.00,,,,,,0,0,,0
1524,Finnfund,VC,$0.00,$0.00,,,,,,0,0,finnfund.fi,0
1525,Primary Capital,VC,$0.00,$0.00,,,,,,0,0,primaryeurope.com,0
1526,Alantis Capital,VC,$0.00,$0.00,,,,,,0,0,atlantiscapitalllc.com,0
1527,Moderne Ventures,VC,$0.00,$0.00,,,,,,0,0,moderneventures.com,0
1528,Batavia Incubator,VC,$0.00,$0.00,,,,,,0,0,batavia-incubator.com,0
1529,K2MediaLabs,VC,$0.00,$0.00,,,,,,0,0,,0
1530,PKJ Ventures,VC,$0.00,$0.00,,,,,,0,0,pkj.ventures,0
1531,Wasson Enterprise,VC,$0.00,$0.00,,,,,,0,0,wassonenterprise.com,0
1532,Sodexo Ventures,VC,$0.00,$0.00,,,,,,0,0,sodexo.com,0
1533,Fairstead Capital,VC,$0.00,$0.00,,,,,,0,0,fairsteadcapital.com,0
1534,Zolon Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1535,CIT Growth Capital,VC,$0.00,$0.00,,,,,,0,0,citgrowth.co.uk,0
1536,Glavstart,VC,$0.00,$0.00,,,,,,0,0,,0
1537,West Steag Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1538,Westcott LLC,VC,$0.00,$0.00,,Dallas,Dallas,TX,USA,0,0,westcott.com,0
1539,Corsa Ventures,VC,$0.00,$0.00,10/28/2013,Austin,Austin,TX,USA,0,0,corsaventures.com,0
1540,bmp AG,VC,$0.00,$0.00,,,,,,0,0,bmp.com,0
1541,Abele Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1542,Garnett & Helfrich Capital,VC,$0.00,$0.00,,,,,,0,0,garnetthelfrich.com,0
1543,Golden Gate Ventures,VC,$0.00,$0.00,,Singapore,Singapore,,SGP,0,0,goldengate.vc,0
1544,Poseidon Asset Management,VC,$0.00,$0.00,,,,,,0,0,poseidonassetmanagement.com,0
1545,Appcelerator Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,appcelerator.com,0
1546,Mentor Capital Partners,VC,$0.00,$0.00,,,,,,0,0,mentorcapitalpartners.com,0
1547,Green Capital Partners,VC,$0.00,$0.00,,,,,,0,0,green-capitalpartners.com,0
1548,Oxford Technology Management,VC,$0.00,$0.00,,,,,,0,0,oxfordtechnology.com,0
1549,Mobile Dreams Factory,VC,$0.00,$0.00,,,,,,0,0,mobiledreamsfactory.com,0
1550,SeedCapital Dortmund,VC,$0.00,$0.00,,,,,,0,0,seedcapital-dortmund.de,0
1551,Aavishkaar India,VC,$0.00,$0.00,,Mumbai,Mumbai,,IND,0,0,aavishkaar.in,0
1552,Altman Health Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1553,Expara Ventures,VC,$0.00,$0.00,,,,,,0,0,expara.com,0
1554,IT Ventures,VC,$0.00,$0.00,,,,,,0,0,itventuresnz.com,0
1555,Seed Capital Assistance Facility,VC,$0.00,$0.00,,,,,,0,0,scaf-energy.org,0
1556,Lucas Point Ventures,VC,$0.00,$0.00,,,,,,0,0,lucaspointventures.com,0
1557,Amasia Ventures,VC,$0.00,$0.00,,,,,,0,0,amasia.vc,0
1558,GreenSky Capital Inc.,VC,$0.00,$0.00,,,,,,0,0,greenskycapital.com,0
1559,Spring Bay Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1560,CM Equity Partners,VC,$0.00,$0.00,,,,,,0,0,cmequity.com,0
1561,HIG Growth Partners,VC,$0.00,$0.00,,,,,,0,0,higgrowth.com,0
1562,Grupo Intercom,VC,$0.00,$0.00,,,,,,0,0,grupointercom.com,0
1563,Logispring,VC,$0.00,$0.00,,,,,,0,0,,0
1564,Sparkasse Jena,VC,$0.00,$0.00,,,,,,0,0,s-jena.de,0
1565,Zone Ventures,VC,$0.00,$0.00,,,,,,0,0,zonevc.com,0
1566,Cybernaut Venture,VC,$0.00,$0.00,,,,,,0,0,cybernaut.com.cn,0
1567,Pinto Technology Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1568,BB Biotech Ventures,VC,$0.00,$0.00,,,,,,0,0,bbbiotechventures.com,0
1569,You & Mr Jones Brandtech Ventures,VC,$0.00,$0.00,,,,,,0,0,youandmrjones.com,0
1570,Seraphim Capital,VC,$0.00,$0.00,,,,,,0,0,seraphimcapital.co.uk,0
1571,Xenia Venture Capital,VC,$0.00,$0.00,,,,,,0,0,xenia.co.il,0
1572,Chrysalix Energy,VC,$0.00,$0.00,,,,,,0,0,chrysalix.com,0
1573,Docor International Management,VC,$0.00,$0.00,,,,,,0,0,docor.com,0
1574,Bregal Partners,VC,$0.00,$0.00,,,,,,0,0,bregalpartners.com,0
1575,Kolohala Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1576,Lone Pine Capital,VC,$0.00,$0.00,,New York,Greenwich,CT,USA,0,0,lonepinecapital.com,0
1577,Mason Wells Biomedical Fund,VC,$0.00,$0.00,,,,,,0,0,masonwells.com,0
1578,Gorge Angel Investor Network,VC,$0.00,$0.00,,,,,,0,0,gorgeinnoventure.com,0
1579,Lead Angels,VC,$0.00,$0.00,,,,,,0,0,leadangels.in,0
1580,Red Globe,VC,$0.00,$0.00,,,,,,0,0,,0
1581,Seneca Partners,VC,$0.00,$0.00,,,,,,0,0,senecapartners.co.uk,0
1582,Prairie Capital,VC,$0.00,$0.00,,,,,,0,0,prairie-capital.com,0
1583,The Valley Fund,VC,$0.00,$0.00,8/28/2014,Bay Area,Menlo Park,CA,USA,0,0,thevalleyfund.com,0
1584,Grupo de Inversores Diamond,VC,$0.00,$0.00,,,,,,0,0,,0
1585,Aggregate Media Funds,VC,$0.00,$0.00,,,,,,0,0,aggregatemedia.com,0
1586,Trammell Ventures,VC,$0.00,$0.00,,,,,,0,0,trammell.ventures,0
1587,Peninsula Equity Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1588,Andlinger and Co,VC,$0.00,$0.00,,,,,,0,0,andlinger.com,0
1589,C & G Capital Partners,VC,$0.00,$0.00,,,,,,0,0,candgcapitalpartners.com,0
1590,PLSG Accelerator Fund,VC,$0.00,$0.00,1/11/2011,,,,,0,0,,0
1591,Mayfair Venture Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1592,SIDBI Venture Capital,VC,$0.00,$0.00,,,,,,0,0,sidbiventure.co.in,0
1593,David Shen Ventures,VC,$0.00,$0.00,,,,,,0,0,davidshenventures.com,0
1594,NEXT Level Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1595,Nth Power,VC,$0.00,$0.00,,Bay Area,San Francisco,CA,USA,0,0,nthpower.com,0
1596,Fidelity Growth Partners (Asia),VC,$0.00,$0.00,,Beijing,Beijing,,CHN,0,0,fidelitygrowthpartners.asia,0
1597,MSD Capital,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,msdcapital.com,0
1598,Merck Global Health Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,,0
1599,Jefferson Partners,VC,$0.00,$0.00,,,,,,0,0,jeffcap.com,0
1600,Enso Ventures,VC,$0.00,$0.00,,,,,,0,0,ensoventures.com,0
1601,Pallasite Venture,VC,$0.00,$0.00,,,,,,0,0,pallasiteventures.com,0
1602,R-301 Capital,VC,$0.00,$0.00,,,,,,0,0,r301capital.com,0
1603,Pipeline Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1604,Aria Ventures,VC,$0.00,$0.00,,,,,,0,0,ariaventures.com,0
1605,TIIN Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1606,Root Capital,VC,$0.00,$0.00,,,,,,0,0,rootcapital.co.uk,0
1607,Dorm Room Fund,VC,$0.00,$0.00,,,,,,0,0,dormroomfund.com,0
1608,VEB Innovations,VC,$0.00,$0.00,,,,,,0,0,,0
1609,KTB Network,VC,$0.00,$0.00,,Soeul,Soeul,,KOR,0,0,ktbnetwork.com,0
1610,Axon Ventures,VC,$0.00,$0.00,,,,,,0,0,axonvc.com,0
1611,SVG Partners,VC,$0.00,$0.00,,,,,,0,0,svgpartners.com,0
1612,EVA Basel,VC,$0.00,$0.00,,,,,,0,0,eva-basel.ch,0
1613,Ridgemont Equity Partners,VC,$0.00,$0.00,,,,,,0,0,ridgemontep.com,0
1614,Daiwa SMBC Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1615,Transition Capital Partners,VC,$0.00,$0.00,,,,,,0,0,transitioncapitalpartners.com,0
1616,European Travel Ventures,VC,$0.00,$0.00,,,,,,0,0,europeantravelventures.com,0
1617,Brook Venture Partners,VC,$0.00,$0.00,,,,,,0,0,brookventure.com,0
1618,Servisen Investment Management,VC,$0.00,$0.00,,,,,,0,0,servisen.se,0
1619,Lyceum Capital,VC,$0.00,$0.00,,,,,,0,0,lyceumcapital.co.uk,0
1620,Sherpa Partners,VC,$0.00,$0.00,,,,,,0,0,sherpapartners.com,0
1621,San Joaquin Angels,VC,$0.00,$0.00,,,,,,0,0,sanjoaquinangels.com,0
1622,The Crowd Angel,VC,$0.00,$0.00,,,,,,0,0,thecrowdangel.com,0
1623,Trustbridge Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1624,SanomaVentures,VC,$0.00,$0.00,,Amsterdam,Amsterdam,,NLD,0,0,sanomaventures.com,0
1625,Syddansk Teknologisk Innovation (SDTI),VC,$0.00,$0.00,,,,,,0,0,sdti.dk,0
1626,Crescent Capital,VC,$0.00,$0.00,,Belfast,Belfast,,GBR,0,0,crescentcapital.co.uk,0
1627,CSC Upshot,VC,$0.00,$0.00,,,,,,0,0,,0
1628,CEA Investissement,VC,$0.00,$0.00,,,,,,0,0,cea-investissement.com,0
1629,DNS Capital,VC,$0.00,$0.00,,,,,,0,0,dnscapital.com,0
1630,China Growth Capital,VC,$0.00,$0.00,,,,,,0,0,chinagrowthcapital.com,0
1631,Space Angels Network,VC,$0.00,$0.00,,,,,,0,0,spaceangelsnetwork.com,0
1632,Two River,VC,$0.00,$0.00,,,,,,0,0,tworiver.com,0
1633,GoHigh Fund,VC,$0.00,$0.00,,,,,,0,0,gohighfund.com,0
1634,Frist Cressey Ventures,VC,$0.00,$0.00,,,,,,0,0,fcventures.com,0
1635,Celebes Capital,VC,$0.00,$0.00,,,,,,0,0,celebescapital.com,0
1636,Loup Ventures,VC,$0.00,$0.00,,,,,,0,0,loupventures.com,0
1637,Idein Ventures,VC,$0.00,$0.00,,,,,,0,0,ideinventures.com,0
1638,Powerscourt Capital Partners,VC,$0.00,$0.00,,,,,,0,0,powerscourtcapital.ie,0
1639,Endeavour Capital,VC,$0.00,$0.00,,,,,,0,0,endeavourcapital.com,0
1640,Civeta Investments,VC,$0.00,$0.00,,Madrid,Madrid,,ESP,0,0,,0
1641,VSP Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1642,Ambit Pragma Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1643,Wakefield Group,VC,$0.00,$0.00,,,,,,0,0,wakefield-group.com,0
1644,Deutsche Venture Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1645,IMI.VC,VC,$0.00,$0.00,,,,,,0,0,imi.vc,0
1646,Harbinger Capital Partners,VC,$0.00,$0.00,,,,,,0,0,harbingercapital.com,0
1647,Teknoinvest,VC,$0.00,$0.00,,,,,,0,0,teknoinvest.no,0
1648,Parkwalk Advisors Ltd,VC,$0.00,$0.00,,London,London,,GBR,0,0,parkwalkadvisors.com,0
1649,BancBoston Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1650,John Hancock Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1651,Wolverine Venture Fund,VC,$0.00,$0.00,,,,,,0,0,wolverineventurefund.com,0
1652,Ally Bridge Group,VC,$0.00,$0.00,,Hong Kong,Hong Kong,,CHN,0,0,,0
1653,Dougery Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1654,Wallington Investments,VC,$0.00,$0.00,,,,,,0,0,wallingtonasset.com,0
1655,Value Invest,VC,$0.00,$0.00,,,,,,0,0,,0
1656,Wallstreet Financial Services,VC,$0.00,$0.00,,,,,,0,0,wallstreet.fi,0
1657,Oak Hill Capital Partners,VC,$0.00,$0.00,,,,,,0,0,oakhillcapital.com,0
1658,Capstone Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1659,Monitor Clipper Funds,VC,$0.00,$0.00,,,,,,0,0,,0
1660,SIG Ventures China,VC,$0.00,$0.00,,Shanghai,Shanghai,,CHN,0,0,sig-china.com,0
1661,Multiplier Capital,VC,$0.00,$0.00,,,,,,0,0,multipliercapital.com,0
1662,Consonance Capital,VC,$0.00,$0.00,,,,,,0,0,consonancecapital.com,0
1663,Khosla Impact,VC,$0.00,$0.00,,,,,,0,0,khoslaimpact.com,0
1664,Blue Water Capital,VC,$0.00,$0.00,,,,,,0,0,bluewatercapital.com,0
1665,Oradell Capital,VC,$0.00,$0.00,,,,,,0,0,oradellcapital.com,0
1666,Robert W. Baird & Co.,VC,$0.00,$0.00,,,,,,0,0,rwbaird.com,0
1667,The Roda Group,VC,$0.00,$0.00,,,,,,0,0,rodagroup.com,0
1668,Wealhouse Capital Management,VC,$0.00,$0.00,,,,,,0,0,wealhouse.com,0
1669,Lacuna Gap Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1670,Pavilion Capital,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,pavilioncapital.com,0
1671,TEL Venture Capital,VC,$0.00,$0.00,,,,,,0,0,tel.com,0
1672,South Yorkshire Investment Fund,VC,$0.00,$0.00,,,,,,0,0,syif.com,0
1673,JUMP Investors,VC,$0.00,$0.00,,,,,,0,0,jumpinvestors.com,0
1674,Angel Syndicate,VC,$0.00,$0.00,,,,,,0,0,,0
1675,Bulger Partners,VC,$0.00,$0.00,,,,,,0,0,bulgerpartners.com,0
1676,Atrium Capital,VC,$0.00,$0.00,,,,,,0,0,atriumcapital.com,0
1677,Confrapar,VC,$0.00,$0.00,,Nova Lima,Nova Lima,,BRA,0,0,confrapar.com.br,0
1678,Golden Horn Ventures,VC,$0.00,$0.00,,,,,,0,0,goldenhornventures.com,0
1679,Tsing Capital,VC,$0.00,$0.00,,Beijing,Beijing,,CHN,0,0,tsingcapital.com,0
1680,Morris Street Advisors,VC,$0.00,$0.00,,,,,,0,0,morris-street.com,0
1681,G-51 Capital,VC,$0.00,$0.00,,,,,,0,0,g51.com,0
1682,Hitouch AG,VC,$0.00,$0.00,,,,,,0,0,hitouch.ch,0
1683,IdeaRiverRun,VC,$0.00,$0.00,,Selangor,Selangor,,MYS,0,0,ideariverrun.com,0
1684,Lexington Partners,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,lexingtonpartners.com,0
1685,The eCoast Angel Network,VC,$0.00,$0.00,,,,,,0,0,ecoastangels.com,0
1686,Ericsson,VC,$0.00,$0.00,,Stockholm,Stockholm,,SWE,0,0,ericsson.com,0
1687,MemorialCare Innovation Fund,VC,$0.00,$0.00,,,,,,0,0,memorialcareinnovationfund.com,0
1688,Harris Preston & Partners,VC,$0.00,$0.00,,,,,,0,0,harrispreston.com,0
1689,Shah Capital Partners,VC,$0.00,$0.00,,,,,,0,0,shahcap.com,0
1690,GMT Capital,VC,$0.00,$0.00,,,,,,0,0,gmtcapital.com,0
1691,Easton Capital,VC,$0.00,$0.00,7/27/2009,New York,New York,NY,USA,0,0,eastoncapital.com,0
1692,Greywolf Capital Partners,VC,$0.00,$0.00,,,,,,0,0,greywolfcapital.com,0
1693,Harvest Partners,VC,$0.00,$0.00,,,,,,0,0,harvestpartners.com,0
1694,Shotput Ventures,VC,$0.00,$0.00,,,,,,0,0,shotputventures.com,0
1695,Fireside Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1696,mTerra Ventures,VC,$0.00,$0.00,,,,,,0,0,mterraventures.net,0
1697,King Street Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1698,GrowX Venture Management,VC,$0.00,$0.00,,,,,,0,0,growxventures.com,0
1699,Legend Capital,VC,$0.00,$0.00,,Beijing,Beijing,,CHN,0,0,legendcapitalgroup.com,0
1700,KIT Capital,VC,$0.00,$0.00,,,,,,0,0,kitcapital.com,0
1701,Melo7 Tech Partners,VC,$0.00,$0.00,,New York,New York,NY,USA,0,0,,0
1702,ProFounder,VC,$0.00,$0.00,,,,,,0,0,profounder.co.za,0
1703,"Health Venture Group, LLC",VC,$0.00,$0.00,,,,,,0,0,healthventuregroup.com,0
1704,SK Planet,VC,$0.00,$0.00,,Seoul,Seoul,,KOR,0,0,skplanet.com,0
1705,Angels with Attitude,VC,$0.00,$0.00,,,,,,0,0,angelswithattitudes.com,0
1706,SunAmerica Ventures,VC,$0.00,$0.00,,,,,,0,0,1000.aig.com,0
1707,Consor Capital,VC,$0.00,$0.00,,,,,,0,0,consorcapital.com,0
1708,Globis Capital Partners,VC,$0.00,$0.00,1/16/2013,Tokyo,Tokyo,,JPN,0,0,globiscapital.co.jp,0
1709,Stone Arch Capital,VC,$0.00,$0.00,,,,,,0,0,stonearchcapital.com,0
1710,Resource Capital,VC,$0.00,$0.00,,,,,,0,0,resourcecapitalcorp.com,0
1711,Bluefish Ventures,VC,$0.00,$0.00,,,,,,0,0,bluefishventures.com,0
1712,Best Buy,VC,$0.00,$0.00,,,,,,0,0,,0
1713,Fortunator Invest,VC,$0.00,$0.00,,,,,,0,0,,0
1714,WK Technology Fund,VC,$0.00,$0.00,,,,,,0,0,wktechfund.com,0
1715,Mobile Internet Capital,VC,$0.00,$0.00,,Tokyo,Tokyo,,JPN,0,0,mickk.com,0
1716,Frontera Capital,VC,$0.00,$0.00,,,,,,0,0,fronteracapitalgroup.com,0
1717,Hatch Ventures,VC,$0.00,$0.00,4/20/2012,,,,,0,0,hatchventures.com,0
1718,Brown Savano,VC,$0.00,$81.8M,6/15/2016,Washington D.C.,Baltimore,MD,USA,0,0,brownsavano.com,0
1719,Stonehenge Capital,VC,$0.00,$0.00,,,,,,0,0,stonehengecapital.com,0
1720,Serent Capital,VC,$0.00,$0.00,,,,,,0,0,serentcapital.com,0
1721,Sycamore Ventures,VC,$0.00,$0.00,,,,,,0,0,sycamoreventures.com,0
1722,Piton Capital,VC,$0.00,$0.00,,,,,,0,0,pitoncap.com,0
1723,Prime Venture Partners,VC,$0.00,$0.00,,Bangalore,Bangalore,,IND,0,0,angelprime.com,0
1724,Scenic Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1725,Staley Capital Advisors,VC,$0.00,$0.00,,Boston,Waltham,MA,USA,0,0,staleycapital.com,0
1726,Venturra Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1727,Bear Creek Capital,VC,$0.00,$0.00,3/28/2011,,,,,0,0,,0
1728,Chester Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1729,Casabona Ventures,VC,$0.00,$0.00,,,,,,0,0,casabonaventures.com,0
1730,Endeit Capital,VC,$0.00,$0.00,,,,,,0,0,endeit.com,0
1731,Fenway Summer,VC,$0.00,$0.00,5/13/2015,,,,,0,0,fenwaysummer.com,0
1732,Par Equity,VC,$0.00,$0.00,,Edinburgh,Edinburgh,,GBR,0,0,parequity.com,0
1733,Aarin Capital,VC,$0.00,$0.00,,,,,,0,0,aarincapital.com,0
1734,Auriga Partners,VC,$0.00,$0.00,,Paris,Paris,,FRA,0,0,auriga-ventures.com,0
1735,Elevate Capital,VC,$0.00,$0.00,,,,,,0,0,elevate.vc,0
1736,Lowland Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1737,Backed Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1738,Markedsmodningsfonden,VC,$0.00,$0.00,,,,,,0,0,markedsmodningsfonden.dk,0
1739,Castletown Investments,VC,$0.00,$0.00,,,,,,0,0,,0
1740,DCA Capital Partners,VC,$0.00,$0.00,,,,,,0,0,dcapartners.com,0
1741,LaunchBox Digital,VC,$0.00,$0.00,,,,,,0,0,launchboxdigital.com,0
1742,KiwiVenture Partners,VC,$0.00,$0.00,,,,,,0,0,kiwiventurepartners.com,0
1743,Telegraph Hill Partners,VC,$0.00,$0.00,7/26/2013,Bay Area,San Francisco,CA,USA,0,0,thpartners.net,0
1744,HM Capital,VC,$0.00,$0.00,,,,,,0,0,hmcapitalmanagement.com,0
1745,EuroUS Ventures,VC,$0.00,$0.00,,,,,,0,0,eurousventures.com,0
1746,JAFCO Asia,VC,$0.00,$0.00,,Singapore,Singapore,,SGP,0,0,jafcoasia.com,0
1747,German Media Pool,VC,$0.00,$0.00,,,,,,0,0,germanmediapool.com,0
1748,Southpaw Asset Management,VC,$0.00,$0.00,,New York,Greenwich,CT,USA,0,0,southpawassetmanagement.com,0
1749,INTEC IT Capital,VC,$0.00,$0.00,,,,,,0,0,inteccap.co.jp,0
1750,J.S. Oliver Capital Management,VC,$0.00,$0.00,,,,,,0,0,jsolivercapitalmanagement.com,0
1751,Crescent Technology Ventures,VC,$0.00,$0.00,,,,,,0,0,,0
1752,Nvidia,VC,$0.00,$0.00,,Bay Area,Santa Clara,CA,USA,0,0,blogs.nvidia.com,0
1753,LDV Capital,VC,$0.00,$0.00,,,,,,0,0,ldv.co,0
1754,Start Engine,VC,$0.00,$0.00,,Los Angeles,Santa Monica,CA,USA,0,0,startengine.com,0
1755,1CorpTech,VC,$0.00,$0.00,,,,,,0,0,1corptech.com,0
1756,Mobeus Equity Partners,VC,$0.00,$0.00,,London,London,,GBR,0,0,mobeusequity.co.uk,0
1757,Intelligent Venture Capital,VC,$0.00,$0.00,,,,,,0,0,intelligent-venture-capital.de,0
1758,CHI Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1759,Agilic Capital,VC,$0.00,$0.00,,,,,,0,0,agilicllc.com,0
1760,City National Bank,VC,$0.00,$0.00,,Los Angeles,Los Angeles,CA,USA,0,0,cnb.com,0
1761,Tao Capital Partners,VC,$0.00,$0.00,,,,,,0,0,taocap.com,0
1762,Summerhill Venture Partners,VC,$0.00,$0.00,,Toronto,Toronto,CAN-ON,CAN,0,0,summerhillvp.com,0
1763,Entrepia Ventures,VC,$0.00,$0.00,,,,,,0,0,entrepia.com,0
1764,Dali Hook Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1765,Omaha Capital,VC,$0.00,$0.00,,Hong Kong,Hong Kong,,CHN,0,0,,0
1766,Mayo Clinic Ventures,VC,$0.00,$0.00,,,,,,0,0,mayoclinic.org,0
1767,DSCN Capital,VC,$0.00,$0.00,,,,,,0,0,dscncapital.com,0
1768,Startup Minds,VC,$0.00,$0.00,,,,,,0,0,,0
1769,Capital Emprendedor,VC,$0.00,$0.00,,,,,,0,0,capitalemprendedor.org.mx,0
1770,Red Dot Capital Partners,VC,$0.00,$0.00,,,,,,0,0,reddot-capital.com,0
1771,CNF Investments,VC,$0.00,$0.00,,Bethesda,Bethesda,MD,USA,0,0,clarkenterprisesinc.com,0
1772,Patagonia Ventures,VC,$0.00,$0.00,,,,,,0,0,patagoniaventures.com,0
1773,Kleinheinz Capital Partners,VC,$0.00,$0.00,,,,,,0,0,,0
1774,Five Angels,VC,$0.00,$0.00,,,,,,0,0,,0
1775,Resonant Venture Partners,VC,$0.00,$0.00,9/11/2013,Detroit,Ann Arbor,MI,USA,0,0,resonantvc.com,0
1776,AUA Private Equity Partners,VC,$0.00,$0.00,,,,,,0,0,auaequity.com,0
1777,RNR Ventures,VC,$0.00,$0.00,,,,,,0,0,rnrventuresgroup.com,0
1778,ArchAngels,VC,$0.00,$0.00,,,,,,0,0,archangelsonline.com,0
1779,Corigin Ventures,VC,$0.00,$0.00,,,,,,0,0,corigin.com,0
1780,WRF Capital,VC,$0.00,$0.00,,,,,,0,0,wrfseattle.org,0
1781,IQ Venture Capital,VC,$0.00,$0.00,,,,,,0,0,,0
1782,Pleiade Venture,VC,$0.00,$0.00,,,,,,0,0,pleiadeventure.com,0
1783,Outer Capital,VC,$0.00,$0.00,,,,,,0,0,outercapital.com,0
1784,MB Venture Partners,VC,$0.00,$0.00,11/16/2011,Memphis,Memphis,TN,USA,0,0,mbventures.com,0
1785,Brightspark Ventures,VC,$0.00,$0.00,,Toronto,Toronto,CAN-ON,CAN,0,0,brightspark.com,0
1786,AGS Capital Group,VC,$0.00,$0.00,,,,,,0,0,ags-capital.com,0
1787,Eyes of Texas Partners,VC,$0.00,$0.00,,,,,,0,0,eyesoftexaspartners.weebly.com,0
1788,MIG AG,VC,$0.00,$0.00,,München,München,,DEU,0,0,mig.ag,0
1789,R&R Ventures,VC,$0.00,$0.00,,,,,,0,0,r-rventures.com,0
1790,Dublin Capital Partners,VC,$0.00,$0.00,,,,,,0,0,dublincapitalpartners.com,0
1791,Second Avenue Partners,VC,$0.00,$0.00,,Seattle,Seattle,WA,USA,0,0,secondave.com,0
1792,Rockmore Capital,VC,$0.00,$0.00,,,,,,0,0,rockmorecapital.com,0
1793,Golf Ventures,VC,$0.00,$0.00,,,,,,0,0,gpgventures.com,0
